run_id	run_group	optimizer	transform	dataset	dgp	n_dims	sigma_sq	num_runs	learning_rate	n_outer_iter	bfgs_maxiter	gn_max_feval	newton_maxiter	shrinkage	tau_lr_multiplier	use_prefit	k_folds	cv_seed	folds_completed	run_outcome	out_corr	out_corr_std	in_corr	overfit_gap	out_rmse	elapsed_mean	ds_n_consumers	ds_n_products	ds_n_segments	ds_noise	ds_missing_rate	ds_gen_dims
baseline_0001	baseline	bfgs	none	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.5527	0.0538	0.7395	0.1869	0.1367	0.012	50	8	3	0.05	0.0	2
baseline_0002	baseline	bfgs	affine	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.5527	0.0538	0.7395	0.1869	0.1088	0.012	50	8	3	0.05	0.0	2
baseline_0003	baseline	bfgs	logistic	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.5371	0.0870	0.7691	0.2320	0.1105	0.012	50	8	3	0.05	0.0	2
baseline_0004	baseline	bfgs	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7141	0.0722	0.9141	0.2000	0.0915	0.012	50	8	3	0.05	0.0	2
baseline_0005	baseline	bfgs	per_consumer_affine	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6840	0.0773	0.9223	0.2383	0.1008	0.012	50	8	3	0.05	0.0	2
baseline_0006	baseline	adam	none	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6749	0.1373	0.9120	0.2370	0.0972	0.399	50	8	3	0.05	0.0	2
baseline_0007	baseline	adam	affine	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6749	0.1373	0.9120	0.2370	0.0967	0.406	50	8	3	0.05	0.0	2
baseline_0008	baseline	adam	logistic	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6686	0.1176	0.9137	0.2452	0.0982	0.398	50	8	3	0.05	0.0	2
baseline_0009	baseline	adam	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7256	0.1136	0.9313	0.2057	0.0910	0.399	50	8	3	0.05	0.0	2
baseline_0010	baseline	adam	per_consumer_affine	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7354	0.0843	0.9553	0.2200	0.0889	0.407	50	8	3	0.05	0.0	2
baseline_0011	baseline	gauss_newton	none	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.5749	0.0572	0.7959	0.2210	0.1356	0.384	50	8	3	0.05	0.0	2
baseline_0012	baseline	gauss_newton	affine	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.5749	0.0572	0.7959	0.2210	0.1092	0.384	50	8	3	0.05	0.0	2
baseline_0013	baseline	gauss_newton	logistic	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.5885	0.0416	0.8425	0.2540	0.1087	0.381	50	8	3	0.05	0.0	2
baseline_0014	baseline	gauss_newton	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7140	0.0503	0.9323	0.2183	0.0915	0.394	50	8	3	0.05	0.0	2
baseline_0015	baseline	gauss_newton	per_consumer_affine	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6987	0.0545	0.9450	0.2463	0.0969	0.389	50	8	3	0.05	0.0	2
baseline_0016	baseline	newton	none	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.5762	0.0814	0.7516	0.1754	0.1346	0.038	50	8	3	0.05	0.0	2
baseline_0017	baseline	newton	affine	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.5762	0.0814	0.7516	0.1754	0.1058	0.036	50	8	3	0.05	0.0	2
baseline_0018	baseline	newton	logistic	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.5813	0.0941	0.7901	0.2089	0.1058	0.038	50	8	3	0.05	0.0	2
baseline_0019	baseline	newton	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7327	0.0688	0.9304	0.1977	0.0882	0.036	50	8	3	0.05	0.0	2
baseline_0020	baseline	newton	per_consumer_affine	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7178	0.0731	0.9387	0.2209	0.0931	0.037	50	8	3	0.05	0.0	2
baseline_0021	baseline	ennis	none	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.4666	0.1371	0.7655	0.2988	0.1121	0.258	50	8	3	0.05	0.0	2
baseline_0022	baseline	ennis	affine	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.4666	0.1371	0.7655	0.2988	0.1137	0.251	50	8	3	0.05	0.0	2
baseline_0023	baseline	ennis	logistic	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.4282	0.1468	0.7423	0.3141	0.1151	0.258	50	8	3	0.05	0.0	2
baseline_0024	baseline	ennis	per_consumer_bias	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.4820	0.1211	0.7659	0.2839	0.1118	0.266	50	8	3	0.05	0.0	2
baseline_0025	baseline	ennis	per_consumer_affine	medium_low_noise	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.4706	0.1242	0.7732	0.3026	0.1132	0.254	50	8	3	0.05	0.0	2
baseline_0026	baseline	bfgs	none	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.1171	0.0744	0.4558	0.3387	0.1654	0.017	80	12	4	0.05	0.05	3
baseline_0027	baseline	bfgs	affine	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.1171	0.0744	0.4558	0.3387	0.0606	0.016	80	12	4	0.05	0.05	3
baseline_0028	baseline	bfgs	logistic	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.1463	0.0785	0.5120	0.3657	0.0618	0.017	80	12	4	0.05	0.05	3
baseline_0029	baseline	bfgs	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.2542	0.1325	0.6538	0.3996	0.0608	0.016	80	12	4	0.05	0.05	3
baseline_0030	baseline	bfgs	per_consumer_affine	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.2215	0.1494	0.6893	0.4678	0.0624	0.017	80	12	4	0.05	0.05	3
baseline_0031	baseline	adam	none	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.3220	0.0407	0.7300	0.4080	0.0697	0.467	80	12	4	0.05	0.05	3
baseline_0032	baseline	adam	affine	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.3220	0.0407	0.7300	0.4080	0.0639	0.472	80	12	4	0.05	0.05	3
baseline_0033	baseline	adam	logistic	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.2865	0.0574	0.7399	0.4534	0.0742	0.459	80	12	4	0.05	0.05	3
baseline_0034	baseline	adam	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.3381	0.0512	0.7483	0.4101	0.0690	0.461	80	12	4	0.05	0.05	3
baseline_0035	baseline	adam	per_consumer_affine	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.3372	0.0626	0.7924	0.4552	0.0644	0.465	80	12	4	0.05	0.05	3
baseline_0036	baseline	gauss_newton	none	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.1406	0.1297	0.4404	0.2997	0.1601	0.329	80	12	4	0.05	0.05	3
baseline_0037	baseline	gauss_newton	affine	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.1406	0.1297	0.4404	0.2997	0.0596	0.328	80	12	4	0.05	0.05	3
baseline_0038	baseline	gauss_newton	logistic	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.1936	0.1149	0.5293	0.3357	0.0612	0.329	80	12	4	0.05	0.05	3
baseline_0039	baseline	gauss_newton	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.2235	0.0916	0.5779	0.3545	0.0614	0.333	80	12	4	0.05	0.05	3
baseline_0040	baseline	gauss_newton	per_consumer_affine	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.1218	0.0922	0.6463	0.5245	0.0656	0.329	80	12	4	0.05	0.05	3
baseline_0041	baseline	newton	none	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.1542	0.1150	0.5608	0.4066	0.1669	0.043	80	12	4	0.05	0.05	3
baseline_0042	baseline	newton	affine	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.1542	0.1150	0.5608	0.4066	0.0607	0.042	80	12	4	0.05	0.05	3
baseline_0043	baseline	newton	logistic	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.1976	0.0926	0.6541	0.4566	0.0619	0.042	80	12	4	0.05	0.05	3
baseline_0044	baseline	newton	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.2496	0.1113	0.7055	0.4559	0.0597	0.042	80	12	4	0.05	0.05	3
baseline_0045	baseline	newton	per_consumer_affine	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.2162	0.1187	0.7520	0.5357	0.0638	0.043	80	12	4	0.05	0.05	3
baseline_0046	baseline	ennis	none	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.1713	0.0679	0.4237	0.2524	0.0575	0.088	80	12	4	0.05	0.05	3
baseline_0047	baseline	ennis	affine	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.1713	0.0679	0.4237	0.2524	0.0581	0.091	80	12	4	0.05	0.05	3
baseline_0048	baseline	ennis	logistic	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.1636	0.0699	0.4006	0.2370	0.0576	0.094	80	12	4	0.05	0.05	3
baseline_0049	baseline	ennis	per_consumer_bias	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.2196	0.0642	0.4541	0.2345	0.0573	0.087	80	12	4	0.05	0.05	3
baseline_0050	baseline	ennis	per_consumer_affine	large_3d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.2196	0.0642	0.4542	0.2346	0.0573	0.088	80	12	4	0.05	0.05	3
baseline_0051	baseline	bfgs	none	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.0740	0.0301	0.5375	0.4635	0.1727	0.016	80	12	4	0.05	0.05	4
baseline_0052	baseline	bfgs	affine	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.0740	0.0301	0.5375	0.4635	0.0384	0.016	80	12	4	0.05	0.05	4
baseline_0053	baseline	bfgs	logistic	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.1089	0.0686	0.6307	0.5218	0.0414	0.017	80	12	4	0.05	0.05	4
baseline_0054	baseline	bfgs	per_consumer_bias	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.1188	0.0387	0.6470	0.5282	0.0387	0.017	80	12	4	0.05	0.05	4
baseline_0055	baseline	bfgs	per_consumer_affine	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.0953	0.0248	0.7084	0.6131	0.0418	0.018	80	12	4	0.05	0.05	4
baseline_0056	baseline	adam	none	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.0767	0.0812	0.6702	0.5935	0.0555	0.380	80	12	4	0.05	0.05	4
baseline_0057	baseline	adam	affine	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.0767	0.0812	0.6702	0.5935	0.0487	0.376	80	12	4	0.05	0.05	4
baseline_0058	baseline	adam	logistic	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.0545	0.0785	0.6949	0.6404	0.0789	0.376	80	12	4	0.05	0.05	4
baseline_0059	baseline	adam	per_consumer_bias	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.0917	0.0810	0.6873	0.5955	0.0543	0.376	80	12	4	0.05	0.05	4
baseline_0060	baseline	adam	per_consumer_affine	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.0949	0.0884	0.7409	0.6460	0.0486	0.381	80	12	4	0.05	0.05	4
baseline_0061	baseline	gauss_newton	none	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.0409	0.0968	0.4475	0.4067	0.1457	0.524	80	12	4	0.05	0.05	4
baseline_0062	baseline	gauss_newton	affine	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.0409	0.0968	0.4475	0.4067	0.0374	0.525	80	12	4	0.05	0.05	4
baseline_0063	baseline	gauss_newton	logistic	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.0720	0.0886	0.5150	0.4430	0.0388	0.532	80	12	4	0.05	0.05	4
baseline_0064	baseline	gauss_newton	per_consumer_bias	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.0967	0.1195	0.5835	0.4868	0.0410	0.525	80	12	4	0.05	0.05	4
baseline_0065	baseline	gauss_newton	per_consumer_affine	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.0600	0.0791	0.6452	0.5852	0.0424	0.528	80	12	4	0.05	0.05	4
baseline_0066	baseline	newton	none	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.0939	0.0570	0.4688	0.3749	0.1624	0.046	80	12	4	0.05	0.05	4
baseline_0067	baseline	newton	affine	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.0939	0.0570	0.4688	0.3749	0.0367	0.039	80	12	4	0.05	0.05	4
baseline_0068	baseline	newton	logistic	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.1172	0.0734	0.5441	0.4269	0.0379	0.040	80	12	4	0.05	0.05	4
baseline_0069	baseline	newton	per_consumer_bias	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.1310	0.0665	0.5806	0.4496	0.0369	0.039	80	12	4	0.05	0.05	4
baseline_0070	baseline	newton	per_consumer_affine	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.1228	0.0542	0.6620	0.5392	0.0392	0.041	80	12	4	0.05	0.05	4
baseline_0071	baseline	ennis	none	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.0088	0.0389	0.2473	0.2385	0.0380	0.065	80	12	4	0.05	0.05	4
baseline_0072	baseline	ennis	affine	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.0088	0.0389	0.2473	0.2385	0.0356	0.067	80	12	4	0.05	0.05	4
baseline_0073	baseline	ennis	logistic	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	-0.0072	0.0327	0.2317	0.2389	0.0355	0.074	80	12	4	0.05	0.05	4
baseline_0074	baseline	ennis	per_consumer_bias	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.0761	0.0255	0.3545	0.2784	0.0358	0.066	80	12	4	0.05	0.05	4
baseline_0075	baseline	ennis	per_consumer_affine	large_4d	probabilistic	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.0761	0.0255	0.3545	0.2784	0.0358	0.067	80	12	4	0.05	0.05	4
baseline_0076	baseline	bfgs	none	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.4969	0.1622	0.6515	0.1546	0.1960	0.011	50	8	3	0.05	0.0	2
baseline_0077	baseline	bfgs	affine	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.4969	0.1622	0.6515	0.1546	0.1390	0.011	50	8	3	0.05	0.0	2
baseline_0078	baseline	bfgs	logistic	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.4994	0.1647	0.6513	0.1518	0.1382	0.012	50	8	3	0.05	0.0	2
baseline_0079	baseline	bfgs	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.5987	0.0814	0.8626	0.2639	0.1540	0.012	50	8	3	0.05	0.0	2
baseline_0080	baseline	bfgs	per_consumer_affine	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6424	0.1002	0.9031	0.2608	0.1355	0.013	50	8	3	0.05	0.0	2
baseline_0081	baseline	adam	none	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.5972	0.1219	0.8821	0.2849	0.1390	0.405	50	8	3	0.05	0.0	2
baseline_0082	baseline	adam	affine	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.5972	0.1219	0.8821	0.2849	0.1373	0.399	50	8	3	0.05	0.0	2
baseline_0083	baseline	adam	logistic	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6462	0.1046	0.9178	0.2716	0.1302	0.407	50	8	3	0.05	0.0	2
baseline_0084	baseline	adam	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6123	0.1103	0.8970	0.2848	0.1381	0.400	50	8	3	0.05	0.0	2
baseline_0085	baseline	adam	per_consumer_affine	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6655	0.0772	0.9460	0.2805	0.1262	0.401	50	8	3	0.05	0.0	2
baseline_0086	baseline	gauss_newton	none	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.5019	0.1046	0.6941	0.1921	0.1924	0.250	50	8	3	0.05	0.0	2
baseline_0087	baseline	gauss_newton	affine	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.5019	0.1046	0.6941	0.1921	0.1402	0.249	50	8	3	0.05	0.0	2
baseline_0088	baseline	gauss_newton	logistic	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.5059	0.1100	0.6951	0.1892	0.1394	0.258	50	8	3	0.05	0.0	2
baseline_0089	baseline	gauss_newton	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.5714	0.0846	0.8721	0.3007	0.1578	0.248	50	8	3	0.05	0.0	2
baseline_0090	baseline	gauss_newton	per_consumer_affine	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.5862	0.1211	0.9094	0.3232	0.1461	0.254	50	8	3	0.05	0.0	2
baseline_0091	baseline	newton	none	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.5743	0.1246	0.7290	0.1547	0.1851	0.045	50	8	3	0.05	0.0	2
baseline_0092	baseline	newton	affine	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.5743	0.1246	0.7290	0.1547	0.1313	0.045	50	8	3	0.05	0.0	2
baseline_0093	baseline	newton	logistic	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.5749	0.1286	0.7295	0.1545	0.1307	0.046	50	8	3	0.05	0.0	2
baseline_0094	baseline	newton	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6319	0.0664	0.8825	0.2507	0.1470	0.048	50	8	3	0.05	0.0	2
baseline_0095	baseline	newton	per_consumer_affine	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6401	0.0948	0.9125	0.2724	0.1364	0.048	50	8	3	0.05	0.0	2
baseline_0096	baseline	ennis	none	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7543	0.1083	0.9771	0.2228	0.1050	0.910	50	8	3	0.05	0.0	2
baseline_0097	baseline	ennis	affine	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7543	0.1083	0.9771	0.2228	0.1062	0.922	50	8	3	0.05	0.0	2
baseline_0098	baseline	ennis	logistic	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7585	0.1042	0.9757	0.2171	0.1044	0.913	50	8	3	0.05	0.0	2
baseline_0099	baseline	ennis	per_consumer_bias	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7555	0.1084	0.9772	0.2217	0.1048	0.919	50	8	3	0.05	0.0	2
baseline_0100	baseline	ennis	per_consumer_affine	medium_low_noise	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.4805	0.4471	0.9801	0.4995	1.4089	0.921	50	8	3	0.05	0.0	2
baseline_0101	baseline	bfgs	none	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7044	0.0460	0.8060	0.1017	0.1308	0.016	80	12	4	0.05	0.05	3
baseline_0102	baseline	bfgs	affine	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7044	0.0460	0.8060	0.1017	0.0957	0.016	80	12	4	0.05	0.05	3
baseline_0103	baseline	bfgs	logistic	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7041	0.0460	0.8086	0.1045	0.0956	0.016	80	12	4	0.05	0.05	3
baseline_0104	baseline	bfgs	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6837	0.0392	0.8638	0.1801	0.1066	0.016	80	12	4	0.05	0.05	3
baseline_0105	baseline	bfgs	per_consumer_affine	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7508	0.0403	0.9111	0.1604	0.0907	0.017	80	12	4	0.05	0.05	3
baseline_0106	baseline	adam	none	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7699	0.0286	0.8914	0.1215	0.0883	0.507	80	12	4	0.05	0.05	3
baseline_0107	baseline	adam	affine	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7699	0.0286	0.8914	0.1215	0.0872	0.505	80	12	4	0.05	0.05	3
baseline_0108	baseline	adam	logistic	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7799	0.0348	0.9104	0.1305	0.0853	0.513	80	12	4	0.05	0.05	3
baseline_0109	baseline	adam	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7712	0.0330	0.8973	0.1261	0.0884	0.507	80	12	4	0.05	0.05	3
baseline_0110	baseline	adam	per_consumer_affine	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7854	0.0342	0.9245	0.1391	0.0844	0.506	80	12	4	0.05	0.05	3
baseline_0111	baseline	gauss_newton	none	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6580	0.0919	0.7584	0.1004	0.1397	0.318	80	12	4	0.05	0.05	3
baseline_0112	baseline	gauss_newton	affine	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6580	0.0919	0.7584	0.1004	0.1003	0.311	80	12	4	0.05	0.05	3
baseline_0113	baseline	gauss_newton	logistic	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6538	0.0945	0.7590	0.1052	0.1007	0.311	80	12	4	0.05	0.05	3
baseline_0114	baseline	gauss_newton	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6781	0.0514	0.8554	0.1773	0.1080	0.311	80	12	4	0.05	0.05	3
baseline_0115	baseline	gauss_newton	per_consumer_affine	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7537	0.0438	0.9075	0.1538	0.0901	0.325	80	12	4	0.05	0.05	3
baseline_0116	baseline	newton	none	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7278	0.0469	0.8304	0.1025	0.1291	0.057	80	12	4	0.05	0.05	3
baseline_0117	baseline	newton	affine	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7278	0.0469	0.8304	0.1025	0.0925	0.058	80	12	4	0.05	0.05	3
baseline_0118	baseline	newton	logistic	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7286	0.0479	0.8323	0.1037	0.0922	0.056	80	12	4	0.05	0.05	3
baseline_0119	baseline	newton	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7017	0.0417	0.8792	0.1775	0.1030	0.056	80	12	4	0.05	0.05	3
baseline_0120	baseline	newton	per_consumer_affine	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7613	0.0453	0.9163	0.1550	0.0885	0.058	80	12	4	0.05	0.05	3
baseline_0121	baseline	ennis	none	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7278	0.0514	0.9466	0.2187	0.0971	2.140	80	12	4	0.05	0.05	3
baseline_0122	baseline	ennis	affine	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7278	0.0514	0.9466	0.2187	0.0971	2.144	80	12	4	0.05	0.05	3
baseline_0123	baseline	ennis	logistic	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7077	0.0564	0.9418	0.2342	0.0998	2.142	80	12	4	0.05	0.05	3
baseline_0124	baseline	ennis	per_consumer_bias	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.7276	0.0510	0.9466	0.2190	0.0971	2.140	80	12	4	0.05	0.05	3
baseline_0125	baseline	ennis	per_consumer_affine	large_3d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6039	0.1605	0.9481	0.3441	0.1418	2.126	80	12	4	0.05	0.05	3
baseline_0126	baseline	bfgs	none	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6451	0.0513	0.7290	0.0839	0.1336	0.016	80	12	4	0.05	0.05	4
baseline_0127	baseline	bfgs	affine	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6451	0.0513	0.7290	0.0839	0.0942	0.016	80	12	4	0.05	0.05	4
baseline_0128	baseline	bfgs	logistic	large_4d	ennis	2	0.3	1	0.06					0.005	0.5	False	5	42	5	success	0.6505	0.0558	0.7292	0.0787	0.0934	0.016	80	12	4	0.05	0.05	4
