run_id	run_group	optimizer	transform	dataset	dgp	n_dims	sigma_sq	num_runs	learning_rate	n_outer_iter	bfgs_maxiter	gn_max_feval	newton_maxiter	shrinkage	tau_lr_multiplier	use_prefit	k_folds	cv_seed	folds_completed	run_outcome	out_corr	out_corr_std	in_corr	overfit_gap	out_rmse	elapsed_mean	ds_n_consumers	ds_n_products	ds_n_segments	ds_noise	ds_missing_rate	ds_gen_dims
transform_ennis_0116	transform_ennis	adam	per_consumer_affine	medium_3d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.8116	0.0468	0.9378	0.1262	0.0769	0.578	50	8	3	0.05	0.0	3
transform_ennis_0117	transform_ennis	adam	logistic	medium_3d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.8632	0.0316	0.8844	0.0212	0.0622	0.580	50	8	3	0.05	0.0	3
transform_ennis_0118	transform_ennis	adam	none	medium_3d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.8225	0.0414	0.8353	0.0128	0.0880	0.571	50	8	3	0.05	0.0	3
transform_ennis_0119	transform_ennis	adam	per_consumer_bias	large_3d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.6012	0.0826	0.6204	0.0192	0.1165	0.203	80	12	4	0.05	0.05	3
transform_ennis_0120	transform_ennis	adam	per_consumer_affine	large_3d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.7314	0.0615	0.8669	0.1355	0.0929	0.205	80	12	4	0.05	0.05	3
transform_ennis_0121	transform_ennis	adam	logistic	large_3d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.6158	0.0759	0.6432	0.0274	0.1073	0.201	80	12	4	0.05	0.05	3
transform_ennis_0122	transform_ennis	adam	none	large_3d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.5644	0.0905	0.5758	0.0114	0.1284	0.206	80	12	4	0.05	0.05	3
transform_ennis_0123	transform_ennis	adam	per_consumer_bias	xlarge_3d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.6687	0.0497	0.7151	0.0464	0.1040	0.206	150	15	4	0.03	0.05	3
transform_ennis_0124	transform_ennis	adam	per_consumer_affine	xlarge_3d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.8155	0.0121	0.8840	0.0685	0.0765	0.206	150	15	4	0.03	0.05	3
transform_ennis_0125	transform_ennis	adam	logistic	xlarge_3d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.6874	0.0487	0.7354	0.0480	0.0960	0.199	150	15	4	0.03	0.05	3
transform_ennis_0126	transform_ennis	adam	none	xlarge_3d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.6090	0.0569	0.6599	0.0508	0.1187	0.196	150	15	4	0.03	0.05	3
transform_ennis_0127	transform_ennis	adam	per_consumer_bias	medium_4d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.6935	0.0531	0.7720	0.0785	0.0958	0.426	50	8	3	0.05	0.0	4
transform_ennis_0128	transform_ennis	adam	per_consumer_affine	medium_4d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.8004	0.0648	0.9258	0.1254	0.0745	0.433	50	8	3	0.05	0.0	4
transform_ennis_0129	transform_ennis	adam	logistic	medium_4d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.6493	0.1551	0.7551	0.1058	0.0929	0.445	50	8	3	0.05	0.0	4
transform_ennis_0130	transform_ennis	adam	none	medium_4d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.5840	0.1663	0.6926	0.1086	0.1175	0.432	50	8	3	0.05	0.0	4
transform_ennis_0131	transform_ennis	adam	per_consumer_bias	large_4d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.7439	0.0579	0.7466	0.0026	0.0862	0.208	80	12	4	0.05	0.05	4
transform_ennis_0132	transform_ennis	adam	per_consumer_affine	large_4d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.7582	0.0760	0.9038	0.1456	0.0876	0.198	80	12	4	0.05	0.05	4
transform_ennis_0133	transform_ennis	adam	logistic	large_4d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.7582	0.0527	0.7686	0.0104	0.0795	0.200	80	12	4	0.05	0.05	4
transform_ennis_0134	transform_ennis	adam	none	large_4d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.6969	0.0674	0.6912	-0.0057	0.1034	0.196	80	12	4	0.05	0.05	4
tau_lr_sweep_0135	tau_lr_sweep	adam	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.1	False	5	42	5	success	0.8089	0.0637	0.9307	0.1217	0.0734	0.574	50	8	3	0.05	0.0	2
tau_lr_sweep_0136	tau_lr_sweep	adam	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.25	False	5	42	5	success	0.8068	0.0629	0.9296	0.1228	0.0738	0.577	50	8	3	0.05	0.0	2
tau_lr_sweep_0137	tau_lr_sweep	adam	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.8131	0.0657	0.9336	0.1206	0.0724	0.575	50	8	3	0.05	0.0	2
tau_lr_sweep_0138	tau_lr_sweep	adam	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.75	False	5	42	5	success	0.8124	0.0673	0.9329	0.1205	0.0724	0.568	50	8	3	0.05	0.0	2
tau_lr_sweep_0139	tau_lr_sweep	adam	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	1.0	False	5	42	5	success	0.8101	0.0650	0.9319	0.1218	0.0730	0.582	50	8	3	0.05	0.0	2
tau_lr_sweep_0140	tau_lr_sweep	adam	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	2.0	False	5	42	5	success	0.8116	0.0686	0.9326	0.1209	0.0726	0.567	50	8	3	0.05	0.0	2
tau_lr_sweep_0141	tau_lr_sweep	adam	per_consumer_bias	medium_low_noise	ennis	3	1.0	1	0.06					0.005	0.1	False	5	42	5	success	0.6400	0.0436	0.7974	0.1575	0.1271	0.566	50	8	3	0.05	0.0	2
tau_lr_sweep_0142	tau_lr_sweep	adam	per_consumer_bias	medium_low_noise	ennis	3	1.0	1	0.06					0.005	0.25	False	5	42	5	success	0.6591	0.0390	0.8126	0.1536	0.1246	0.574	50	8	3	0.05	0.0	2
tau_lr_sweep_0143	tau_lr_sweep	adam	per_consumer_bias	medium_low_noise	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.5282	0.1213	0.7316	0.2034	0.1441	0.566	50	8	3	0.05	0.0	2
tau_lr_sweep_0144	tau_lr_sweep	adam	per_consumer_bias	medium_low_noise	ennis	3	1.0	1	0.06					0.005	0.75	False	5	42	5	success	0.4932	0.1260	0.7461	0.2529	0.1498	0.569	50	8	3	0.05	0.0	2
tau_lr_sweep_0145	tau_lr_sweep	adam	per_consumer_bias	medium_low_noise	ennis	3	1.0	1	0.06					0.005	1.0	False	5	42	5	success	0.5956	0.1464	0.7811	0.1855	0.1315	0.574	50	8	3	0.05	0.0	2
tau_lr_sweep_0146	tau_lr_sweep	adam	per_consumer_bias	medium_low_noise	ennis	3	1.0	1	0.06					0.005	2.0	False	5	42	5	success	0.5982	0.1595	0.7989	0.2007	0.1312	0.566	50	8	3	0.05	0.0	2
tau_lr_sweep_0147	tau_lr_sweep	adam	per_consumer_bias	large_3d	probabilistic	3	1.0	1	0.06					0.005	0.1	False	5	42	5	success	0.3767	0.0520	0.8212	0.4445	0.0549	0.751	80	12	4	0.05	0.05	3
tau_lr_sweep_0148	tau_lr_sweep	adam	per_consumer_bias	large_3d	probabilistic	3	1.0	1	0.06					0.005	0.25	False	5	42	5	success	0.3796	0.0631	0.8233	0.4437	0.0548	0.707	80	12	4	0.05	0.05	3
tau_lr_sweep_0149	tau_lr_sweep	adam	per_consumer_bias	large_3d	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.3844	0.0591	0.8229	0.4385	0.0547	0.749	80	12	4	0.05	0.05	3
tau_lr_sweep_0150	tau_lr_sweep	adam	per_consumer_bias	large_3d	probabilistic	3	1.0	1	0.06					0.005	0.75	False	5	42	5	success	0.3743	0.0567	0.8230	0.4487	0.0550	0.764	80	12	4	0.05	0.05	3
tau_lr_sweep_0151	tau_lr_sweep	adam	per_consumer_bias	large_3d	probabilistic	3	1.0	1	0.06					0.005	1.0	False	5	42	5	success	0.3777	0.0559	0.8221	0.4444	0.0548	0.753	80	12	4	0.05	0.05	3
tau_lr_sweep_0152	tau_lr_sweep	adam	per_consumer_bias	large_3d	probabilistic	3	1.0	1	0.06					0.005	2.0	False	5	42	5	success	0.3793	0.0630	0.8218	0.4424	0.0547	0.766	80	12	4	0.05	0.05	3
tau_lr_sweep_0153	tau_lr_sweep	adam	per_consumer_bias	large_3d	ennis	3	1.0	1	0.06					0.005	0.1	False	5	42	5	success	0.6147	0.0723	0.6566	0.0418	0.1131	0.456	80	12	4	0.05	0.05	3
tau_lr_sweep_0154	tau_lr_sweep	adam	per_consumer_bias	large_3d	ennis	3	1.0	1	0.06					0.005	0.25	False	5	42	5	success	0.6245	0.0712	0.6602	0.0358	0.1118	0.371	80	12	4	0.05	0.05	3
tau_lr_sweep_0155	tau_lr_sweep	adam	per_consumer_bias	large_3d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.6012	0.0826	0.6204	0.0192	0.1165	0.197	80	12	4	0.05	0.05	3
tau_lr_sweep_0156	tau_lr_sweep	adam	per_consumer_bias	large_3d	ennis	3	1.0	1	0.06					0.005	0.75	False	5	42	5	success	0.6071	0.0693	0.6278	0.0207	0.1146	0.272	80	12	4	0.05	0.05	3
tau_lr_sweep_0157	tau_lr_sweep	adam	per_consumer_bias	large_3d	ennis	3	1.0	1	0.06					0.005	1.0	False	5	42	5	success	0.6140	0.0715	0.6488	0.0348	0.1128	0.523	80	12	4	0.05	0.05	3
tau_lr_sweep_0158	tau_lr_sweep	adam	per_consumer_bias	large_3d	ennis	3	1.0	1	0.06					0.005	2.0	False	5	42	5	success	0.6219	0.0731	0.6548	0.0329	0.1126	0.280	80	12	4	0.05	0.05	3
tau_lr_sweep_0159	tau_lr_sweep	adam	per_consumer_bias	xlarge_3d	probabilistic	3	1.0	1	0.06					0.005	0.1	False	5	42	5	success	0.6021	0.0440	0.8384	0.2364	0.0462	1.229	150	15	4	0.03	0.05	3
tau_lr_sweep_0160	tau_lr_sweep	adam	per_consumer_bias	xlarge_3d	probabilistic	3	1.0	1	0.06					0.005	0.25	False	5	42	5	success	0.6083	0.0425	0.8403	0.2320	0.0459	1.229	150	15	4	0.03	0.05	3
tau_lr_sweep_0161	tau_lr_sweep	adam	per_consumer_bias	xlarge_3d	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.6036	0.0398	0.8410	0.2374	0.0462	1.233	150	15	4	0.03	0.05	3
tau_lr_sweep_0162	tau_lr_sweep	adam	per_consumer_bias	xlarge_3d	probabilistic	3	1.0	1	0.06					0.005	0.75	False	5	42	5	success	0.6083	0.0426	0.8367	0.2284	0.0459	1.225	150	15	4	0.03	0.05	3
tau_lr_sweep_0163	tau_lr_sweep	adam	per_consumer_bias	xlarge_3d	probabilistic	3	1.0	1	0.06					0.005	1.0	False	5	42	5	success	0.6052	0.0367	0.8385	0.2332	0.0461	1.238	150	15	4	0.03	0.05	3
tau_lr_sweep_0164	tau_lr_sweep	adam	per_consumer_bias	xlarge_3d	probabilistic	3	1.0	1	0.06					0.005	2.0	False	5	42	5	success	0.6047	0.0419	0.8392	0.2345	0.0461	1.239	150	15	4	0.03	0.05	3
tau_lr_sweep_0165	tau_lr_sweep	adam	per_consumer_bias	xlarge_3d	ennis	3	1.0	1	0.06					0.005	0.1	False	5	42	5	success	0.6762	0.0463	0.7214	0.0452	0.1026	0.354	150	15	4	0.03	0.05	3
tau_lr_sweep_0166	tau_lr_sweep	adam	per_consumer_bias	xlarge_3d	ennis	3	1.0	1	0.06					0.005	0.25	False	5	42	5	success	0.6697	0.0479	0.7151	0.0454	0.1039	0.180	150	15	4	0.03	0.05	3
tau_lr_sweep_0167	tau_lr_sweep	adam	per_consumer_bias	xlarge_3d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.6687	0.0497	0.7151	0.0464	0.1040	0.195	150	15	4	0.03	0.05	3
tau_lr_sweep_0168	tau_lr_sweep	adam	per_consumer_bias	xlarge_3d	ennis	3	1.0	1	0.06					0.005	0.75	False	5	42	5	success	0.6735	0.0582	0.7186	0.0451	0.1031	0.173	150	15	4	0.03	0.05	3
tau_lr_sweep_0169	tau_lr_sweep	adam	per_consumer_bias	xlarge_3d	ennis	3	1.0	1	0.06					0.005	1.0	False	5	42	5	success	0.6755	0.0539	0.7271	0.0516	0.1025	0.194	150	15	4	0.03	0.05	3
tau_lr_sweep_0170	tau_lr_sweep	adam	per_consumer_bias	xlarge_3d	ennis	3	1.0	1	0.06					0.005	2.0	False	5	42	5	success	0.6751	0.0544	0.7182	0.0431	0.1027	0.187	150	15	4	0.03	0.05	3
tau_lr_sweep_0171	tau_lr_sweep	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.1	False	5	42	5	success	0.8126	0.0569	0.9295	0.1168	0.0729	0.013	50	8	3	0.05	0.0	2
tau_lr_sweep_0172	tau_lr_sweep	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.25	False	5	42	5	success	0.8126	0.0569	0.9295	0.1168	0.0729	0.013	50	8	3	0.05	0.0	2
tau_lr_sweep_0173	tau_lr_sweep	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.8126	0.0569	0.9295	0.1168	0.0729	0.012	50	8	3	0.05	0.0	2
tau_lr_sweep_0174	tau_lr_sweep	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.75	False	5	42	5	success	0.8126	0.0569	0.9295	0.1168	0.0729	0.013	50	8	3	0.05	0.0	2
tau_lr_sweep_0175	tau_lr_sweep	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	1.0	False	5	42	5	success	0.8126	0.0569	0.9295	0.1168	0.0729	0.012	50	8	3	0.05	0.0	2
tau_lr_sweep_0176	tau_lr_sweep	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	2.0	False	5	42	5	success	0.8126	0.0569	0.9295	0.1168	0.0729	0.013	50	8	3	0.05	0.0	2
tau_lr_sweep_0177	tau_lr_sweep	bfgs	per_consumer_bias	medium_low_noise	ennis	3	1.0	1	0.06					0.005	0.1	False	5	42	5	success	0.6530	0.0956	0.8685	0.2154	0.1274	0.011	50	8	3	0.05	0.0	2
tau_lr_sweep_0178	tau_lr_sweep	bfgs	per_consumer_bias	medium_low_noise	ennis	3	1.0	1	0.06					0.005	0.25	False	5	42	5	success	0.6530	0.0956	0.8685	0.2154	0.1274	0.011	50	8	3	0.05	0.0	2
tau_lr_sweep_0179	tau_lr_sweep	bfgs	per_consumer_bias	medium_low_noise	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.6530	0.0956	0.8685	0.2154	0.1274	0.011	50	8	3	0.05	0.0	2
tau_lr_sweep_0180	tau_lr_sweep	bfgs	per_consumer_bias	medium_low_noise	ennis	3	1.0	1	0.06					0.005	0.75	False	5	42	5	success	0.6530	0.0956	0.8685	0.2154	0.1274	0.011	50	8	3	0.05	0.0	2
tau_lr_sweep_0181	tau_lr_sweep	bfgs	per_consumer_bias	medium_low_noise	ennis	3	1.0	1	0.06					0.005	1.0	False	5	42	5	success	0.6530	0.0956	0.8685	0.2154	0.1274	0.011	50	8	3	0.05	0.0	2
tau_lr_sweep_0182	tau_lr_sweep	bfgs	per_consumer_bias	medium_low_noise	ennis	3	1.0	1	0.06					0.005	2.0	False	5	42	5	success	0.6530	0.0956	0.8685	0.2154	0.1274	0.011	50	8	3	0.05	0.0	2
tau_lr_sweep_0183	tau_lr_sweep	bfgs	per_consumer_bias	large_3d	probabilistic	3	1.0	1	0.06					0.005	0.1	False	5	42	5	success	0.3435	0.0777	0.7957	0.4522	0.0557	0.019	80	12	4	0.05	0.05	3
tau_lr_sweep_0184	tau_lr_sweep	bfgs	per_consumer_bias	large_3d	probabilistic	3	1.0	1	0.06					0.005	0.25	False	5	42	5	success	0.3435	0.0777	0.7957	0.4522	0.0557	0.019	80	12	4	0.05	0.05	3
tau_lr_sweep_0185	tau_lr_sweep	bfgs	per_consumer_bias	large_3d	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.3435	0.0777	0.7957	0.4522	0.0557	0.019	80	12	4	0.05	0.05	3
tau_lr_sweep_0186	tau_lr_sweep	bfgs	per_consumer_bias	large_3d	probabilistic	3	1.0	1	0.06					0.005	0.75	False	5	42	5	success	0.3435	0.0777	0.7957	0.4522	0.0557	0.019	80	12	4	0.05	0.05	3
tau_lr_sweep_0187	tau_lr_sweep	bfgs	per_consumer_bias	large_3d	probabilistic	3	1.0	1	0.06					0.005	1.0	False	5	42	5	success	0.3435	0.0777	0.7957	0.4522	0.0557	0.019	80	12	4	0.05	0.05	3
tau_lr_sweep_0188	tau_lr_sweep	bfgs	per_consumer_bias	large_3d	probabilistic	3	1.0	1	0.06					0.005	2.0	False	5	42	5	success	0.3435	0.0777	0.7957	0.4522	0.0557	0.019	80	12	4	0.05	0.05	3
tau_lr_sweep_0189	tau_lr_sweep	bfgs	per_consumer_bias	large_3d	ennis	3	1.0	1	0.06					0.005	0.1	False	5	42	5	success	0.7492	0.0506	0.8255	0.0764	0.0896	0.014	80	12	4	0.05	0.05	3
tau_lr_sweep_0190	tau_lr_sweep	bfgs	per_consumer_bias	large_3d	ennis	3	1.0	1	0.06					0.005	0.25	False	5	42	5	success	0.7492	0.0506	0.8255	0.0764	0.0896	0.014	80	12	4	0.05	0.05	3
tau_lr_sweep_0191	tau_lr_sweep	bfgs	per_consumer_bias	large_3d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.7492	0.0506	0.8255	0.0764	0.0896	0.014	80	12	4	0.05	0.05	3
tau_lr_sweep_0192	tau_lr_sweep	bfgs	per_consumer_bias	large_3d	ennis	3	1.0	1	0.06					0.005	0.75	False	5	42	5	success	0.7492	0.0506	0.8255	0.0764	0.0896	0.014	80	12	4	0.05	0.05	3
tau_lr_sweep_0193	tau_lr_sweep	bfgs	per_consumer_bias	large_3d	ennis	3	1.0	1	0.06					0.005	1.0	False	5	42	5	success	0.7492	0.0506	0.8255	0.0764	0.0896	0.014	80	12	4	0.05	0.05	3
tau_lr_sweep_0194	tau_lr_sweep	bfgs	per_consumer_bias	large_3d	ennis	3	1.0	1	0.06					0.005	2.0	False	5	42	5	success	0.7492	0.0506	0.8255	0.0764	0.0896	0.014	80	12	4	0.05	0.05	3
tau_lr_sweep_0195	tau_lr_sweep	bfgs	per_consumer_bias	xlarge_3d	probabilistic	3	1.0	1	0.06					0.005	0.1	False	5	42	5	success	0.5368	0.0472	0.7926	0.2558	0.0492	0.035	150	15	4	0.03	0.05	3
tau_lr_sweep_0196	tau_lr_sweep	bfgs	per_consumer_bias	xlarge_3d	probabilistic	3	1.0	1	0.06					0.005	0.25	False	5	42	5	success	0.5368	0.0472	0.7926	0.2558	0.0492	0.036	150	15	4	0.03	0.05	3
tau_lr_sweep_0197	tau_lr_sweep	bfgs	per_consumer_bias	xlarge_3d	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.5368	0.0472	0.7926	0.2558	0.0492	0.035	150	15	4	0.03	0.05	3
tau_lr_sweep_0198	tau_lr_sweep	bfgs	per_consumer_bias	xlarge_3d	probabilistic	3	1.0	1	0.06					0.005	0.75	False	5	42	5	success	0.5368	0.0472	0.7926	0.2558	0.0492	0.035	150	15	4	0.03	0.05	3
tau_lr_sweep_0199	tau_lr_sweep	bfgs	per_consumer_bias	xlarge_3d	probabilistic	3	1.0	1	0.06					0.005	1.0	False	5	42	5	success	0.5368	0.0472	0.7926	0.2558	0.0492	0.035	150	15	4	0.03	0.05	3
tau_lr_sweep_0200	tau_lr_sweep	bfgs	per_consumer_bias	xlarge_3d	probabilistic	3	1.0	1	0.06					0.005	2.0	False	5	42	5	success	0.5368	0.0472	0.7926	0.2558	0.0492	0.035	150	15	4	0.03	0.05	3
tau_lr_sweep_0201	tau_lr_sweep	bfgs	per_consumer_bias	xlarge_3d	ennis	3	1.0	1	0.06					0.005	0.1	False	5	42	5	success	0.8080	0.0173	0.8508	0.0428	0.0779	0.025	150	15	4	0.03	0.05	3
tau_lr_sweep_0202	tau_lr_sweep	bfgs	per_consumer_bias	xlarge_3d	ennis	3	1.0	1	0.06					0.005	0.25	False	5	42	5	success	0.8080	0.0173	0.8508	0.0428	0.0779	0.027	150	15	4	0.03	0.05	3
tau_lr_sweep_0203	tau_lr_sweep	bfgs	per_consumer_bias	xlarge_3d	ennis	3	1.0	1	0.06					0.005	0.5	False	5	42	5	success	0.8080	0.0173	0.8508	0.0428	0.0779	0.026	150	15	4	0.03	0.05	3
tau_lr_sweep_0204	tau_lr_sweep	bfgs	per_consumer_bias	xlarge_3d	ennis	3	1.0	1	0.06					0.005	0.75	False	5	42	5	success	0.8080	0.0173	0.8508	0.0428	0.0779	0.026	150	15	4	0.03	0.05	3
tau_lr_sweep_0205	tau_lr_sweep	bfgs	per_consumer_bias	xlarge_3d	ennis	3	1.0	1	0.06					0.005	1.0	False	5	42	5	success	0.8080	0.0173	0.8508	0.0428	0.0779	0.026	150	15	4	0.03	0.05	3
tau_lr_sweep_0206	tau_lr_sweep	bfgs	per_consumer_bias	xlarge_3d	ennis	3	1.0	1	0.06					0.005	2.0	False	5	42	5	success	0.8080	0.0173	0.8508	0.0428	0.0779	0.026	150	15	4	0.03	0.05	3
final_stability_0207	final_stability	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	0	5	success	0.5524	0.0365	0.8989	0.3465	0.0820	0.012	50	8	3	0.05	0.0	2
final_stability_0208	final_stability	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	1	5	success	0.6832	0.0643	0.8744	0.1912	0.0852	0.013	50	8	3	0.05	0.0	2
final_stability_0209	final_stability	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	2	5	success	0.8009	0.0458	0.9125	0.1116	0.0559	0.013	50	8	3	0.05	0.0	2
final_stability_0210	final_stability	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	3	5	success	0.7771	0.0507	0.9142	0.1371	0.0777	0.013	50	8	3	0.05	0.0	2
final_stability_0211	final_stability	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	4	5	success	0.6962	0.0531	0.9022	0.2061	0.0775	0.012	50	8	3	0.05	0.0	2
final_stability_0212	final_stability	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	5	5	success	0.6987	0.0434	0.9315	0.2328	0.0821	0.013	50	8	3	0.05	0.0	2
final_stability_0213	final_stability	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	6	3	partial	0.6433	0.0322	0.8855	0.2421	0.0861	0.013	50	8	3	0.05	0.0	2
final_stability_0214	final_stability	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	7	5	success	0.4221	0.2025	0.8769	0.4548	0.1374	0.010	50	8	3	0.05	0.0	2
final_stability_0215	final_stability	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	8	5	success	0.5821	0.1536	0.9085	0.3264	0.0617	0.014	50	8	3	0.05	0.0	2
final_stability_0216	final_stability	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	9	5	success	0.3828	0.0516	0.8925	0.5097	0.0866	0.012	50	8	3	0.05	0.0	2
final_stability_0217	final_stability	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	10	4	partial	0.6275	0.1738	0.8882	0.2607	0.1093	0.011	50	8	3	0.05	0.0	2
final_stability_0218	final_stability	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	11	5	success	0.6745	0.0640	0.9002	0.2257	0.0840	0.010	50	8	3	0.05	0.0	2
final_stability_0219	final_stability	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	12	5	success	0.7776	0.0810	0.9194	0.1418	0.0801	0.013	50	8	3	0.05	0.0	2
final_stability_0220	final_stability	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	13	5	success	0.7698	0.0063	0.9050	0.1352	0.0847	0.013	50	8	3	0.05	0.0	2
final_stability_0221	final_stability	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	14	3	partial	0.3501	0.0676	0.9037	0.5536	0.0834	0.013	50	8	3	0.05	0.0	2
final_stability_0222	final_stability	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	15	4	partial	0.6478	0.0391	0.9172	0.2694	0.0892	0.012	50	8	3	0.05	0.0	2
final_stability_0223	final_stability	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	16	5	success	0.4148	0.0669	0.8594	0.4446	0.0943	0.013	50	8	3	0.05	0.0	2
final_stability_0224	final_stability	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	17	4	partial	0.5928	0.0491	0.8968	0.3040	0.0925	0.010	50	8	3	0.05	0.0	2
final_stability_0225	final_stability	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	18	5	success	0.2354	0.0808	0.8399	0.6045	0.0751	0.012	50	8	3	0.05	0.0	2
final_stability_0226	final_stability	bfgs	per_consumer_bias	medium_low_noise	probabilistic	3	1.0	1	0.06					0.005	0.5	False	5	19	5	success	0.6486	0.1339	0.9107	0.2621	0.0923	0.011	50	8	3	0.05	0.0	2
final_stability_0227	final_stability	bfgs	per_consumer_bias	medium_low_noise	ennis	3	1.0	1	0.06					0.005	0.5	False	5	0	5	success	0.6592	0.0959	0.8444	0.1852	0.1254	0.011	50	8	3	0.05	0.0	2
final_stability_0228	final_stability	bfgs	per_consumer_bias	medium_low_noise	ennis	3	1.0	1	0.06					0.005	0.5	False	5	1	5	success	0.7940	0.0261	0.8829	0.0889	0.1002	0.010	50	8	3	0.05	0.0	2
final_stability_0229	final_stability	bfgs	per_consumer_bias	medium_low_noise	ennis	3	1.0	1	0.06					0.005	0.5	False	5	2	5	success	0.7290	0.0496	0.8283	0.0994	0.0922	0.008	50	8	3	0.05	0.0	2
final_stability_0230	final_stability	bfgs	per_consumer_bias	medium_low_noise	ennis	3	1.0	1	0.06					0.005	0.5	False	5	3	5	success	0.6006	0.0531	0.8308	0.2302	0.1353	0.009	50	8	3	0.05	0.0	2
